date	index
23.7.2025	605.80
24.7.2025	605.01
25.7.2025	601.83
28.7.2025	606.15
29.7.2025	601.53
30.7.2025	603.42
31.7.2025	607.27
1.8.2025	592.38
4.8.2025	603.40
5.8.2025	605.06
6.8.2025	593.68
7.8.2025	591.94
8.8.2025	591.90
11.8.2025	601.76
12.8.2025	608.68
13.8.2025	614.72
14.8.2025	612.99
15.8.2025	609.70
18.8.2025	609.82
19.8.2025	595.82
20.8.2025	588.04
21.8.2025	589.85
22.8.2025	596.13
25.8.2025	600.39
26.8.2025	605.76
27.8.2025	610.38
28.8.2025	613.74
29.8.2025	612.82
1.9.2025	609.97
2.9.2025	604.77
3.9.2025	604.77
4.9.2025	611.13
5.9.2025	615.17
8.9.2025	620.76
9.9.2025	626.57
10.9.2025	631.75
11.9.2025	639.88
12.9.2025	645.57
15.9.2025	653.56
16.9.2025	654.92
17.9.2025	663.02
18.9.2025	685.34
19.9.2025	690.34
22.9.2025	694.39
23.9.2025	695.13
24.9.2025	685.85
25.9.2025	678.19
26.9.2025	670.18
29.9.2025	671.34
30.9.2025	671.02
1.10.2025	678.42
2.10.2025	698.44
3.10.2025	709.68
6.10.2025	718.93
7.10.2025	718.89
8.10.2025	727.14
9.10.2025	733.39
10.10.2025	709.03
13.10.2025	734.23
14.10.2025	722.78
15.10.2025	734.10
16.10.2025	723.47
17.10.2025	717.57
20.10.2025	723.43
21.10.2025	722.03
